date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,season,is_weekend
2006-02-07 05:00:00+00:00,0.04,0.332,0.443,0.304,0.409,0.0,0.0,0.612,0.598,0.754,0.349,0.217,,,,,,Winter,0.0
2006-02-08 05:00:00+00:00,0.04,0.312,0.404,0.31,0.379,0.0,0.0,0.321,0.314,0.848,0.386,0.185,,,,,,Winter,0.0
2006-02-09 05:00:00+00:00,0.04,0.298,0.374,0.299,0.36,0.0,0.0,0.472,0.266,0.843,0.402,0.182,,,,,,Winter,0.0
2006-02-10 05:00:00+00:00,0.04,0.256,0.349,0.237,0.337,0.0,0.0,0.523,0.538,0.806,0.39,0.173,,,,,,Winter,0.0
2006-02-11 05:00:00+00:00,0.947,0.266,0.351,0.278,0.346,0.0,0.0,0.449,0.471,0.13,0.415,0.158,,,,,,Winter,1.0
2006-02-12 05:00:00+00:00,1.0,0.24,0.333,0.21,0.279,1.0,0.0,1.0,1.0,0.061,0.076,0.076,,,,,,Winter,1.0
2006-02-13 05:00:00+00:00,0.04,0.279,0.243,0.265,0.24,0.0,0.0,0.525,0.508,0.729,0.44,0.134,,,,,,Winter,0.0
2006-02-14 05:00:00+00:00,0.04,0.345,0.37,0.335,0.351,0.0,0.0,0.464,0.423,0.636,0.439,0.156,,,,,,Winter,0.0
2006-02-15 05:00:00+00:00,0.04,0.448,0.433,0.427,0.413,0.0,0.0,0.5,0.465,0.602,0.438,0.193,,,,,,Winter,0.0
2006-02-16 05:00:00+00:00,0.04,0.485,0.464,0.489,0.46,0.0,0.0,0.417,0.29,0.561,0.443,0.193,,,,,,Winter,0.0
2006-02-17 05:00:00+00:00,0.68,0.501,0.445,0.46,0.387,0.16,0.211,1.0,1.0,0.661,0.246,0.223,,,,,,Winter,0.0
2006-02-18 05:00:00+00:00,0.04,0.282,0.276,0.243,0.242,0.0,0.0,0.83,0.912,0.797,0.394,0.24,,,,,,Winter,1.0
2006-02-19 05:00:00+00:00,0.0,0.256,0.258,0.234,0.232,0.0,0.0,0.603,0.671,0.803,0.497,0.213,,,,,,Winter,1.0
2006-02-20 05:00:00+00:00,0.013,0.313,0.344,0.307,0.327,0.0,0.0,0.295,0.381,0.719,0.5,0.218,,,,,,Winter,0.0
2006-02-21 05:00:00+00:00,0.04,0.365,0.382,0.335,0.376,0.0,0.0,0.498,0.598,0.691,0.391,0.203,,,,,,Winter,0.0
2006-02-22 05:00:00+00:00,0.04,0.383,0.414,0.383,0.401,0.0,0.0,0.306,0.272,0.695,0.483,0.218,,,,,,Winter,0.0
2006-02-23 05:00:00+00:00,0.707,0.398,0.436,0.402,0.441,0.32,0.421,0.176,0.284,0.548,0.316,0.119,,,,,,Winter,0.0
2006-02-24 05:00:00+00:00,0.947,0.336,0.402,0.29,0.346,0.064,0.063,1.0,1.0,0.823,0.443,0.226,,,,,,Winter,0.0
2006-02-25 05:00:00+00:00,0.973,0.248,0.374,0.284,0.341,0.496,0.0,0.586,0.665,0.872,0.248,0.137,,,,,,Winter,1.0
2006-02-26 05:00:00+00:00,0.973,0.223,0.281,0.212,0.251,0.368,0.0,0.715,0.743,0.893,0.539,0.165,,,,,,Winter,1.0
2006-02-27 05:00:00+00:00,0.04,0.197,0.208,0.166,0.189,0.0,0.0,0.856,0.888,0.816,0.547,0.182,,,,,,Winter,0.0
2006-02-28 05:00:00+00:00,0.027,0.258,0.312,0.229,0.296,0.0,0.0,0.704,0.707,0.767,0.563,0.237,,,,,,Winter,0.0
2006-03-01 05:00:00+00:00,0.04,0.295,0.325,0.278,0.311,0.0,0.0,0.476,0.502,0.786,0.546,0.24,,,,,,Winter,0.0
2006-03-02 05:00:00+00:00,0.973,0.34,0.387,0.331,0.367,0.272,0.0,0.318,0.326,0.755,0.279,0.165,,,,,,Winter,0.0
2006-03-03 05:00:00+00:00,0.947,0.237,0.329,0.225,0.305,0.0,0.0,0.755,0.749,0.861,0.567,0.202,,,,,,Winter,0.0
2006-03-04 05:00:00+00:00,0.04,0.343,0.343,0.312,0.307,0.0,0.0,0.611,0.659,0.856,0.557,0.254,,,,,,Winter,1.0
2006-03-05 05:00:00+00:00,0.0,0.395,0.419,0.382,0.384,0.0,0.0,0.477,0.526,0.862,0.573,0.278,,,,,,Winter,1.0
2006-03-06 05:00:00+00:00,0.013,0.358,0.417,0.377,0.39,0.0,0.0,0.404,0.369,0.949,0.569,0.243,,,,,,Winter,0.0
2006-03-07 05:00:00+00:00,0.04,0.37,0.411,0.361,0.397,0.0,0.0,0.231,0.29,0.984,0.46,0.193,,,,,,Winter,0.0
2006-03-08 05:00:00+00:00,0.04,0.396,0.421,0.412,0.403,0.0,0.0,0.285,0.242,0.957,0.576,0.252,,,,,,Winter,0.0
2006-03-09 05:00:00+00:00,0.68,0.393,0.449,0.381,0.443,0.096,0.126,0.514,0.453,0.445,0.23,0.101,,,,,,Winter,0.0
2006-03-10 05:00:00+00:00,0.68,0.603,0.554,0.59,0.528,0.048,0.063,0.693,0.852,0.589,0.446,0.27,,,,,,Winter,0.0
2006-03-11 05:00:00+00:00,0.04,0.521,0.529,0.515,0.506,0.0,0.0,0.604,0.58,0.81,0.593,0.329,,,,,,Winter,1.0
2006-03-12 05:00:00+00:00,0.68,0.488,0.47,0.475,0.459,0.176,0.232,0.594,0.532,0.616,0.202,0.117,,,,,,Winter,1.0
2006-03-13 05:00:00+00:00,0.733,0.474,0.593,0.507,0.586,0.24,0.316,0.237,0.405,0.575,0.24,0.104,,,,,,Winter,0.0
2006-03-14 05:00:00+00:00,0.813,0.539,0.537,0.559,0.478,1.0,1.0,0.65,0.628,0.736,0.299,0.229,,,,,,Winter,0.0
2006-03-15 05:00:00+00:00,0.04,0.378,0.49,0.324,0.434,0.0,0.0,0.928,0.937,0.767,0.421,0.3,,,,,,Winter,0.0
2006-03-16 05:00:00+00:00,0.04,0.382,0.459,0.347,0.419,0.0,0.0,0.663,0.647,0.831,0.537,0.302,,,,,,Winter,0.0
2006-03-17 05:00:00+00:00,0.027,0.353,0.429,0.349,0.386,0.0,0.0,0.493,0.453,0.888,0.603,0.29,,,,,,Winter,0.0
2006-03-18 05:00:00+00:00,0.04,0.338,0.393,0.33,0.362,0.0,0.0,0.474,0.459,0.851,0.587,0.279,,,,,,Winter,1.0
2006-03-19 05:00:00+00:00,0.04,0.328,0.418,0.311,0.389,0.0,0.0,0.342,0.429,0.872,0.454,0.237,,,,,,Winter,1.0
2006-03-20 05:00:00+00:00,0.04,0.318,0.398,0.299,0.357,0.0,0.0,0.635,0.683,0.881,0.637,0.293,,,,,,Winter,0.0
2006-03-21 05:00:00+00:00,0.04,0.416,0.409,0.425,0.371,0.0,0.0,0.514,0.477,0.823,0.688,0.318,,,,,,Winter,0.0
2006-03-22 05:00:00+00:00,0.04,0.393,0.458,0.389,0.426,0.0,0.0,0.431,0.393,0.934,0.428,0.24,,,,,,Winter,0.0
2006-03-23 05:00:00+00:00,0.04,0.488,0.48,0.483,0.436,0.0,0.0,0.469,0.471,0.905,0.553,0.301,,,,,,Winter,0.0
2006-03-24 05:00:00+00:00,0.68,0.418,0.489,0.427,0.485,0.048,0.063,0.213,0.284,0.221,0.466,0.186,,,,,,Winter,0.0
2006-03-25 05:00:00+00:00,0.68,0.384,0.47,0.366,0.462,0.064,0.084,0.542,0.574,0.123,0.334,0.134,,,,,,Winter,1.0
2006-03-26 05:00:00+00:00,0.04,0.46,0.497,0.458,0.476,0.0,0.0,0.45,0.459,0.961,0.474,0.27,,,,,,Winter,1.0
2006-03-27 05:00:00+00:00,0.0,0.507,0.501,0.507,0.467,0.0,0.0,0.366,0.399,0.881,0.711,0.402,,,,,,Winter,0.0
2006-03-28 05:00:00+00:00,0.04,0.492,0.466,0.513,0.46,0.0,0.0,0.318,0.296,0.62,0.601,0.331,,,,,,Winter,0.0
2006-03-29 05:00:00+00:00,0.04,0.559,0.473,0.578,0.469,0.0,0.0,0.348,0.248,0.616,0.726,0.431,,,,,,Winter,0.0
2006-03-30 05:00:00+00:00,0.04,0.585,0.529,0.605,0.505,0.0,0.0,0.315,0.254,0.675,0.727,0.476,,,,,,Winter,0.0
2006-03-31 05:00:00+00:00,0.027,0.656,0.579,0.633,0.548,0.0,0.0,0.513,0.556,0.598,0.721,0.549,,,,,,Winter,0.0
2006-04-01 05:00:00+00:00,0.813,0.647,0.668,0.652,0.616,0.592,0.779,0.59,0.665,0.61,0.517,0.356,,,,,,Spring,1.0
2006-04-02 05:00:00+00:00,0.04,0.567,0.583,0.535,0.544,0.0,0.0,0.635,0.677,0.865,0.763,0.527,,,,,,Spring,1.0
2006-04-03 05:00:00+00:00,0.813,0.514,0.528,0.515,0.51,0.464,0.611,0.352,0.417,0.303,0.619,0.37,,,,,,Spring,0.0
2006-04-04 05:00:00+00:00,0.84,0.464,0.546,0.476,0.496,1.0,1.0,0.779,1.0,0.594,0.24,0.154,,,,,,Spring,0.0
2006-04-05 05:00:00+00:00,0.973,0.353,0.489,0.381,0.469,0.72,0.505,0.397,0.35,0.823,0.265,0.122,,,,,,Spring,0.0
2006-04-06 05:00:00+00:00,0.04,0.47,0.479,0.445,0.452,0.0,0.0,0.43,0.465,0.797,0.573,0.327,,,,,,Spring,0.0
2006-04-07 05:00:00+00:00,0.813,0.555,0.513,0.537,0.494,0.544,0.716,0.702,0.816,0.585,0.511,0.281,,,,,,Spring,0.0
2006-04-08 05:00:00+00:00,0.707,0.47,0.561,0.5,0.516,0.4,0.526,0.371,0.363,0.923,0.186,0.158,,,,,,Spring,1.0
2006-04-09 05:00:00+00:00,0.04,0.452,0.52,0.465,0.486,0.0,0.0,0.357,0.423,0.089,0.705,0.348,,,,,,Spring,1.0
2006-04-10 05:00:00+00:00,0.04,0.562,0.503,0.587,0.486,0.0,0.0,0.374,0.314,0.701,0.749,0.455,,,,,,Spring,0.0
2006-04-11 05:00:00+00:00,0.04,0.583,0.529,0.615,0.518,0.0,0.0,0.285,0.236,0.547,0.681,0.418,,,,,,Spring,0.0
2006-04-12 05:00:00+00:00,0.04,0.629,0.576,0.615,0.553,0.0,0.0,0.574,0.598,0.539,0.747,0.531,,,,,,Spring,0.0
2006-04-13 05:00:00+00:00,0.813,0.649,0.705,0.644,0.642,0.464,0.611,0.668,0.647,0.584,0.488,0.395,,,,,,Spring,0.0
2006-04-14 05:00:00+00:00,0.707,0.639,0.649,0.643,0.636,0.304,0.4,0.344,0.393,0.559,0.641,0.441,,,,,,Spring,0.0
2006-04-15 05:00:00+00:00,0.68,0.689,0.682,0.695,0.667,0.096,0.126,0.466,0.399,0.686,0.484,0.4,,,,,,Spring,1.0
2006-04-16 05:00:00+00:00,0.04,0.526,0.626,0.497,0.578,0.0,0.0,0.625,0.683,0.9,0.62,0.444,,,,,,Spring,1.0
2006-04-17 05:00:00+00:00,0.68,0.517,0.582,0.525,0.555,0.144,0.189,0.44,0.399,0.001,0.424,0.279,,,,,,Spring,0.0
2006-04-18 05:00:00+00:00,0.68,0.544,0.627,0.535,0.581,0.112,0.147,0.543,0.659,0.003,0.393,0.279,,,,,,Spring,0.0
2006-04-19 05:00:00+00:00,0.04,0.647,0.658,0.606,0.606,0.0,0.0,0.593,0.622,0.949,0.505,0.53,,,,,,Spring,0.0
2006-04-20 05:00:00+00:00,0.0,0.59,0.639,0.596,0.615,0.0,0.0,0.463,0.453,0.087,0.837,0.579,,,,,,Spring,0.0
2006-04-21 05:00:00+00:00,0.04,0.473,0.565,0.48,0.549,0.0,0.0,0.474,0.55,0.166,0.861,0.416,,,,,,Spring,0.0
2006-04-22 05:00:00+00:00,0.68,0.475,0.555,0.481,0.541,0.112,0.147,0.355,0.471,0.243,0.583,0.315,,,,,,Spring,1.0
2006-04-23 05:00:00+00:00,0.733,0.446,0.589,0.434,0.564,1.0,1.0,0.564,0.592,0.262,0.172,0.141,,,,,,Spring,1.0
2006-04-24 05:00:00+00:00,0.733,0.48,0.623,0.51,0.606,0.56,0.737,0.271,0.532,0.032,0.258,0.125,,,,,,Spring,0.0
2006-04-25 05:00:00+00:00,0.707,0.646,0.604,0.634,0.559,0.304,0.4,0.438,0.52,0.759,0.669,0.447,,,,,,Spring,0.0
2006-04-26 05:00:00+00:00,0.04,0.555,0.539,0.54,0.509,0.0,0.0,0.55,0.532,0.661,0.9,0.594,,,,,,Spring,0.0
2006-04-27 05:00:00+00:00,0.027,0.548,0.585,0.58,0.563,0.0,0.0,0.431,0.489,0.318,0.757,0.434,,,,,,Spring,0.0
2006-04-28 05:00:00+00:00,0.04,0.503,0.579,0.518,0.558,0.0,0.0,0.418,0.441,0.14,0.884,0.48,,,,,,Spring,0.0
2006-04-29 05:00:00+00:00,0.027,0.514,0.557,0.503,0.524,0.0,0.0,0.505,0.628,0.088,0.914,0.484,,,,,,Spring,1.0
2006-04-30 05:00:00+00:00,0.0,0.562,0.554,0.56,0.533,0.0,0.0,0.388,0.514,0.091,0.909,0.546,,,,,,Spring,1.0
2006-05-01 05:00:00+00:00,0.707,0.49,0.613,0.461,0.567,0.096,0.126,0.742,0.828,0.096,0.564,0.376,,,,,,Spring,0.0
2006-05-02 05:00:00+00:00,0.813,0.424,0.603,0.441,0.546,1.0,1.0,0.741,0.671,0.048,0.084,0.031,,,,,,Spring,0.0
2006-05-03 05:00:00+00:00,0.733,0.466,0.638,0.489,0.617,1.0,1.0,0.471,0.459,0.052,0.097,0.036,,,,,,Spring,0.0
2006-05-04 05:00:00+00:00,0.04,0.652,0.675,0.679,0.654,0.0,0.0,0.32,0.302,0.992,0.682,0.429,,,,,,Spring,0.0
2006-05-05 05:00:00+00:00,0.04,0.733,0.708,0.75,0.693,0.0,0.0,0.379,0.254,0.72,0.798,0.618,,,,,,Spring,0.0
2006-05-06 05:00:00+00:00,0.707,0.69,0.704,0.743,0.643,0.08,0.105,0.537,0.453,0.88,0.746,0.576,,,,,,Spring,1.0
2006-05-07 05:00:00+00:00,0.04,0.591,0.618,0.618,0.58,0.0,0.0,0.514,0.465,0.941,0.913,0.588,,,,,,Spring,1.0
2006-05-08 05:00:00+00:00,0.04,0.563,0.632,0.562,0.616,0.0,0.0,0.288,0.375,0.222,0.785,0.489,,,,,,Spring,0.0
2006-05-09 05:00:00+00:00,0.84,0.489,0.641,0.462,0.588,1.0,1.0,0.841,0.792,0.063,0.192,0.175,,,,,,Spring,0.0
2006-05-10 05:00:00+00:00,0.733,0.485,0.657,0.497,0.609,0.896,1.0,0.622,0.628,0.065,0.143,0.07,,,,,,Spring,0.0
2006-05-11 05:00:00+00:00,0.04,0.528,0.669,0.553,0.646,0.0,0.0,0.298,0.344,0.173,0.305,0.156,,,,,,Spring,0.0
2006-05-12 05:00:00+00:00,0.813,0.528,0.668,0.555,0.647,1.0,1.0,0.474,0.477,0.225,0.322,0.156,,,,,,Spring,0.0
2006-05-13 05:00:00+00:00,0.84,0.473,0.647,0.485,0.611,1.0,1.0,0.619,0.653,0.201,0.099,0.038,,,,,,Spring,1.0
2006-05-14 05:00:00+00:00,0.84,0.458,0.64,0.471,0.596,1.0,1.0,0.643,0.779,0.179,0.068,0.026,,,,,,Spring,1.0
2006-05-15 05:00:00+00:00,0.813,0.513,0.67,0.542,0.642,1.0,1.0,0.402,0.495,0.205,0.261,0.117,,,,,,Spring,0.0
2006-05-16 05:00:00+00:00,0.84,0.55,0.667,0.596,0.641,1.0,1.0,0.457,0.562,0.917,0.197,0.106,,,,,,Spring,0.0
2006-05-17 05:00:00+00:00,0.04,0.637,0.66,0.64,0.631,0.0,0.0,0.44,0.544,0.617,0.772,0.503,,,,,,Spring,0.0
2006-05-18 05:00:00+00:00,0.027,0.679,0.69,0.681,0.672,0.0,0.0,0.455,0.495,0.558,0.831,0.584,,,,,,Spring,0.0
2006-05-19 05:00:00+00:00,0.84,0.575,0.701,0.598,0.669,1.0,1.0,0.639,0.653,0.554,0.403,0.216,,,,,,Spring,0.0
2006-05-20 05:00:00+00:00,0.04,0.607,0.668,0.59,0.636,0.0,0.0,0.62,0.653,0.655,0.688,0.452,,,,,,Spring,1.0
2006-05-21 05:00:00+00:00,0.813,0.628,0.624,0.654,0.566,0.784,1.0,0.582,0.634,0.688,0.75,0.49,,,,,,Spring,1.0
2006-05-22 05:00:00+00:00,0.04,0.593,0.618,0.581,0.56,0.0,0.0,0.713,0.792,0.82,0.754,0.504,,,,,,Spring,0.0
2006-05-23 05:00:00+00:00,0.04,0.546,0.625,0.54,0.586,0.0,0.0,0.566,0.574,0.832,0.473,0.344,,,,,,Spring,0.0
2006-05-24 05:00:00+00:00,0.68,0.609,0.649,0.637,0.617,0.016,0.021,0.278,0.453,0.809,0.758,0.47,,,,,,Spring,0.0
2006-05-25 05:00:00+00:00,0.04,0.701,0.658,0.72,0.648,0.0,0.0,0.45,0.417,0.534,0.946,0.67,,,,,,Spring,0.0
2006-05-26 05:00:00+00:00,0.84,0.749,0.727,0.8,0.702,1.0,1.0,0.385,0.302,0.542,0.627,0.458,,,,,,Spring,0.0
2006-05-27 05:00:00+00:00,0.68,0.726,0.811,0.798,0.821,0.096,0.126,0.09,0.218,0.769,0.577,0.404,,,,,,Spring,1.0
2006-05-28 05:00:00+00:00,0.04,0.719,0.782,0.776,0.777,0.0,0.0,0.25,0.187,0.169,0.937,0.657,,,,,,Spring,1.0
2006-05-29 05:00:00+00:00,0.04,0.79,0.797,0.866,0.781,0.0,0.0,0.237,0.242,0.623,0.864,0.647,,,,,,Spring,0.0
2006-05-30 05:00:00+00:00,0.04,0.649,0.742,0.701,0.728,0.0,0.0,0.321,0.417,0.12,0.877,0.512,,,,,,Spring,0.0
2006-05-31 05:00:00+00:00,0.04,0.758,0.741,0.811,0.739,0.0,0.0,0.438,0.381,0.536,0.7,0.516,,,,,,Spring,0.0
2006-06-01 05:00:00+00:00,0.84,0.818,0.828,0.876,0.81,1.0,1.0,0.355,0.393,0.632,0.716,0.552,,,,,,Spring,0.0
2006-06-02 05:00:00+00:00,0.813,0.649,0.78,0.713,0.772,1.0,1.0,0.249,0.411,0.039,0.162,0.096,,,,,,Spring,0.0
2006-06-03 05:00:00+00:00,0.84,0.547,0.72,0.589,0.683,1.0,1.0,0.527,0.858,0.094,0.071,0.041,,,,,,Spring,1.0
2006-06-04 05:00:00+00:00,0.707,0.54,0.714,0.565,0.671,0.352,0.463,0.601,0.592,0.991,0.144,0.105,,,,,,Spring,1.0
2006-06-05 05:00:00+00:00,0.04,0.628,0.725,0.661,0.719,0.0,0.0,0.067,0.151,0.729,0.578,0.374,,,,,,Spring,0.0
2006-06-06 05:00:00+00:00,0.04,0.645,0.721,0.685,0.722,0.0,0.0,0.204,0.284,0.191,0.753,0.466,,,,,,Spring,0.0
2006-06-07 05:00:00+00:00,0.867,0.513,0.711,0.54,0.645,1.0,1.0,0.928,0.955,0.113,0.062,0.027,,,,,,Spring,0.0
2006-06-08 05:00:00+00:00,0.707,0.522,0.716,0.562,0.691,0.432,0.568,0.406,0.574,0.943,0.143,0.078,,,,,,Spring,0.0
2006-06-09 05:00:00+00:00,0.707,0.612,0.73,0.657,0.724,0.656,0.863,0.144,0.157,0.496,0.248,0.16,,,,,,Spring,0.0
2006-06-10 05:00:00+00:00,0.813,0.547,0.688,0.584,0.639,1.0,1.0,0.662,0.628,0.786,0.167,0.085,,,,,,Spring,1.0
2006-06-11 05:00:00+00:00,0.68,0.63,0.681,0.639,0.636,0.08,0.105,0.602,0.665,0.815,0.527,0.377,,,,,,Spring,1.0
2006-06-12 05:00:00+00:00,0.04,0.71,0.747,0.78,0.715,0.0,0.0,0.38,0.308,0.766,0.774,0.549,,,,,,Spring,0.0
2006-06-13 05:00:00+00:00,0.68,0.718,0.79,0.784,0.781,0.016,0.021,0.165,0.163,0.804,0.784,0.554,,,,,,Spring,0.0
2006-06-14 05:00:00+00:00,0.813,0.723,0.793,0.803,0.781,1.0,1.0,0.277,0.205,0.114,0.603,0.416,,,,,,Spring,0.0
2006-06-15 05:00:00+00:00,0.813,0.694,0.775,0.705,0.744,1.0,1.0,0.571,0.586,0.93,0.528,0.422,,,,,,Spring,0.0
2006-06-16 05:00:00+00:00,0.013,0.754,0.774,0.783,0.744,0.0,0.0,0.309,0.242,0.764,0.835,0.64,,,,,,Spring,0.0
2006-06-17 05:00:00+00:00,0.68,0.751,0.801,0.791,0.778,0.144,0.189,0.323,0.344,0.686,0.713,0.579,,,,,,Spring,1.0
2006-06-18 05:00:00+00:00,0.68,0.832,0.825,0.918,0.815,0.128,0.168,0.311,0.242,0.598,0.878,0.711,,,,,,Spring,1.0
2006-06-19 05:00:00+00:00,0.68,0.84,0.892,0.915,0.878,0.016,0.021,0.492,0.502,0.609,0.886,0.763,,,,,,Spring,0.0
2006-06-20 05:00:00+00:00,0.813,0.79,0.874,0.85,0.868,0.352,0.463,0.317,0.356,0.614,0.797,0.642,,,,,,Spring,0.0
2006-06-21 05:00:00+00:00,0.04,0.739,0.806,0.777,0.797,0.0,0.0,0.281,0.236,0.699,0.872,0.616,,,,,,Spring,0.0
2006-06-22 05:00:00+00:00,0.68,0.791,0.814,0.835,0.801,0.016,0.021,0.48,0.628,0.556,0.813,0.632,,,,,,Spring,0.0
2006-06-23 05:00:00+00:00,0.84,0.792,0.874,0.897,0.877,1.0,1.0,0.256,0.375,0.594,0.543,0.404,,,,,,Spring,0.0
2006-06-24 05:00:00+00:00,0.84,0.671,0.848,0.755,0.866,1.0,1.0,0.191,0.387,0.529,0.119,0.089,,,,,,Spring,1.0
2006-06-25 05:00:00+00:00,0.813,0.631,0.843,0.704,0.861,1.0,1.0,0.133,0.224,0.237,0.119,0.08,,,,,,Spring,1.0
2006-06-26 05:00:00+00:00,0.68,0.745,0.862,0.809,0.871,0.128,0.168,0.404,0.435,0.479,0.543,0.38,,,,,,Spring,0.0
2006-06-27 05:00:00+00:00,0.04,0.768,0.897,0.812,0.895,0.0,0.0,0.475,0.538,0.489,0.716,0.547,,,,,,Spring,0.0
2006-06-28 05:00:00+00:00,0.813,0.708,0.891,0.764,0.886,0.656,0.863,0.809,0.888,0.483,0.326,0.212,,,,,,Spring,0.0
2006-06-29 05:00:00+00:00,0.04,0.765,0.898,0.831,0.901,0.0,0.0,0.392,0.423,0.551,0.454,0.348,,,,,,Spring,0.0
2006-06-30 05:00:00+00:00,0.813,0.737,0.856,0.792,0.823,0.336,0.442,0.37,0.447,0.661,0.778,0.611,,,,,,Spring,0.0
2006-07-01 05:00:00+00:00,0.04,0.755,0.816,0.771,0.788,0.0,0.0,0.474,0.574,0.655,0.848,0.709,,,,,,Summer,1.0
2006-07-02 05:00:00+00:00,0.04,0.813,0.882,0.85,0.84,0.0,0.0,0.644,0.707,0.617,0.867,0.777,,,,,,Summer,1.0
2006-07-03 05:00:00+00:00,0.04,0.778,0.908,0.859,0.905,0.0,0.0,0.466,0.375,0.649,0.824,0.667,,,,,,Summer,0.0
2006-07-04 05:00:00+00:00,0.84,0.791,0.885,0.855,0.899,0.72,0.947,0.271,0.423,0.575,0.518,0.425,,,,,,Summer,0.0
2006-07-05 05:00:00+00:00,0.68,0.741,0.886,0.779,0.881,0.032,0.042,0.258,0.26,0.672,0.451,0.377,,,,,,Summer,0.0
2006-07-06 05:00:00+00:00,0.733,0.707,0.85,0.745,0.829,0.768,1.0,0.203,0.127,0.785,0.423,0.323,,,,,,Summer,0.0
2006-07-07 05:00:00+00:00,0.04,0.744,0.8,0.783,0.78,0.0,0.0,0.274,0.218,0.835,0.794,0.586,,,,,,Summer,0.0
2006-07-08 05:00:00+00:00,0.04,0.75,0.838,0.805,0.843,0.0,0.0,0.177,0.205,0.331,0.75,0.564,,,,,,Summer,1.0
2006-07-09 05:00:00+00:00,0.68,0.798,0.824,0.834,0.834,0.064,0.084,0.427,0.369,0.604,0.758,0.654,,,,,,Summer,1.0
2006-07-10 05:00:00+00:00,0.68,0.79,0.847,0.834,0.831,0.032,0.042,0.406,0.502,0.584,0.826,0.679,,,,,,Summer,0.0
2006-07-11 05:00:00+00:00,0.68,0.783,0.869,0.836,0.866,0.096,0.126,0.559,0.737,0.563,0.731,0.548,,,,,,Summer,0.0
2006-07-12 05:00:00+00:00,0.733,0.769,0.879,0.844,0.9,0.832,1.0,0.521,0.55,0.528,0.358,0.272,,,,,,Summer,0.0
2006-07-13 05:00:00+00:00,0.84,0.688,0.869,0.758,0.873,1.0,1.0,0.518,0.683,0.775,0.291,0.207,,,,,,Summer,0.0
2006-07-14 05:00:00+00:00,0.013,0.824,0.85,0.879,0.844,0.0,0.0,0.331,0.254,0.665,0.874,0.712,,,,,,Summer,0.0
2006-07-15 05:00:00+00:00,0.04,0.806,0.89,0.869,0.896,0.0,0.0,0.316,0.296,0.587,0.644,0.538,,,,,,Summer,1.0
2006-07-16 05:00:00+00:00,0.68,0.807,0.877,0.894,0.893,0.064,0.084,0.177,0.115,0.563,0.789,0.612,,,,,,Summer,1.0
2006-07-17 05:00:00+00:00,0.013,0.877,0.907,0.949,0.927,0.0,0.0,0.264,0.242,0.57,0.864,0.745,,,,,,Summer,0.0
2006-07-18 05:00:00+00:00,0.04,0.895,0.934,0.976,0.936,0.0,0.0,0.283,0.296,0.645,0.872,0.784,,,,,,Summer,0.0
2006-07-19 05:00:00+00:00,0.707,0.76,0.858,0.81,0.871,0.24,0.316,0.293,0.344,0.137,0.786,0.607,,,,,,Summer,0.0
2006-07-20 05:00:00+00:00,0.813,0.727,0.835,0.783,0.841,0.512,0.674,0.234,0.284,0.219,0.539,0.391,,,,,,Summer,0.0
2006-07-21 05:00:00+00:00,0.813,0.811,0.884,0.881,0.881,1.0,1.0,0.407,0.411,0.728,0.593,0.45,,,,,,Summer,0.0
2006-07-22 05:00:00+00:00,0.84,0.724,0.911,0.789,0.931,0.816,1.0,0.558,0.628,0.536,0.259,0.193,,,,,,Summer,1.0
2006-07-23 05:00:00+00:00,0.707,0.719,0.869,0.775,0.865,0.784,1.0,0.497,0.574,0.719,0.344,0.273,,,,,,Summer,1.0
2006-07-24 05:00:00+00:00,0.04,0.772,0.822,0.808,0.812,0.0,0.0,0.304,0.236,0.705,0.819,0.648,,,,,,Summer,0.0
2006-07-25 05:00:00+00:00,0.04,0.794,0.857,0.823,0.843,0.0,0.0,0.5,0.52,0.579,0.759,0.667,,,,,,Summer,0.0
2006-07-26 05:00:00+00:00,0.68,0.816,0.876,0.879,0.859,0.064,0.084,0.371,0.326,0.564,0.797,0.663,,,,,,Summer,0.0
2006-07-27 05:00:00+00:00,0.68,0.823,0.889,0.883,0.893,0.048,0.063,0.503,0.495,0.58,0.751,0.638,,,,,,Summer,0.0
2006-07-28 05:00:00+00:00,0.68,0.853,0.934,0.905,0.936,0.128,0.168,0.556,0.665,0.631,0.674,0.588,,,,,,Summer,0.0
2006-07-29 05:00:00+00:00,0.04,0.843,0.882,0.876,0.884,0.0,0.0,0.33,0.465,0.751,0.785,0.703,,,,,,Summer,1.0
2006-07-30 05:00:00+00:00,0.813,0.742,0.867,0.799,0.88,0.448,0.589,0.357,0.344,0.975,0.66,0.504,,,,,,Summer,1.0
2006-07-31 05:00:00+00:00,0.68,0.813,0.842,0.866,0.854,0.016,0.021,0.338,0.248,0.611,0.845,0.677,,,,,,Summer,0.0
2006-08-01 05:00:00+00:00,0.68,0.911,0.943,0.983,0.929,0.048,0.063,0.39,0.411,0.67,0.724,0.751,,,,,,Summer,0.0
2006-08-02 05:00:00+00:00,0.04,0.94,0.996,0.986,0.989,0.0,0.0,0.386,0.423,0.725,0.808,0.906,,,,,,Summer,0.0
