date,weather_code,temperature_2m_max,temperature_2m_min,apparent_temperature_max,apparent_temperature_min,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,season,is_weekend
2000-01-01 05:00:00+00:00,0.04,0.418,0.419,0.411,0.414,0.0,0.0,0.482,0.471,0.624,0.253,0.092,,,,,,Winter,1.0
2000-01-02 05:00:00+00:00,0.68,0.46,0.492,0.457,0.478,0.08,0.105,0.685,0.689,0.595,0.072,0.015,,,,,,Winter,1.0
2000-01-03 05:00:00+00:00,0.68,0.541,0.614,0.577,0.572,0.16,0.211,0.711,0.707,0.655,0.134,0.07,,,,,,Winter,0.0
2000-01-04 05:00:00+00:00,0.84,0.548,0.59,0.539,0.549,1.0,1.0,0.947,1.0,0.532,0.049,0.032,,,,,,Winter,0.0
2000-01-05 05:00:00+00:00,0.84,0.456,0.412,0.466,0.375,1.0,1.0,0.695,0.683,0.862,0.269,0.166,,,,,,Winter,0.0
2000-01-06 05:00:00+00:00,0.04,0.305,0.382,0.297,0.374,0.0,0.0,0.336,0.356,0.459,0.269,0.116,,,,,,Winter,0.0
2000-01-07 05:00:00+00:00,0.04,0.381,0.47,0.382,0.429,0.0,0.0,0.556,0.489,0.679,0.129,0.072,,,,,,Winter,0.0
2000-01-08 05:00:00+00:00,0.04,0.328,0.444,0.328,0.414,0.0,0.0,0.444,0.459,0.74,0.286,0.163,,,,,,Winter,1.0
2000-01-09 05:00:00+00:00,0.04,0.433,0.479,0.43,0.437,0.0,0.0,0.508,0.465,0.645,0.264,0.149,,,,,,Winter,1.0
2000-01-10 05:00:00+00:00,0.84,0.487,0.479,0.473,0.479,1.0,1.0,1.0,1.0,0.366,0.085,0.039,,,,,,Winter,0.0
2000-01-11 05:00:00+00:00,0.68,0.479,0.554,0.445,0.491,0.016,0.021,0.759,0.834,0.663,0.212,0.224,,,,,,Winter,0.0
2000-01-12 05:00:00+00:00,0.04,0.361,0.464,0.317,0.429,0.0,0.0,0.794,0.834,0.788,0.288,0.232,,,,,,Winter,0.0
2000-01-13 05:00:00+00:00,1.0,0.272,0.258,0.285,0.223,1.0,0.0,0.747,0.767,0.916,0.054,0.08,,,,,,Winter,0.0
2000-01-14 05:00:00+00:00,0.04,0.088,0.18,0.071,0.158,0.0,0.0,0.764,0.737,0.866,0.307,0.08,,,,,,Winter,0.0
2000-01-15 05:00:00+00:00,0.013,0.111,0.131,0.134,0.136,0.0,0.0,0.576,0.532,0.869,0.32,0.066,,,,,,Winter,1.0
2000-01-16 05:00:00+00:00,0.947,0.351,0.158,0.334,0.177,0.112,0.105,0.967,1.0,0.641,0.077,0.094,,,,,,Winter,1.0
2000-01-17 05:00:00+00:00,0.947,0.083,0.132,0.049,0.1,0.0,0.0,1.0,1.0,0.889,0.282,0.085,,,,,,Winter,0.0
2000-01-18 05:00:00+00:00,0.04,0.149,0.13,0.164,0.139,0.0,0.0,0.561,0.55,0.884,0.298,0.079,,,,,,Winter,0.0
2000-01-19 05:00:00+00:00,0.04,0.177,0.179,0.183,0.187,0.0,0.0,0.297,0.284,0.877,0.28,0.091,,,,,,Winter,0.0
2000-01-20 05:00:00+00:00,0.973,0.207,0.224,0.219,0.239,0.48,0.0,0.813,0.695,0.031,0.153,0.056,,,,,,Winter,0.0
2000-01-21 05:00:00+00:00,0.973,0.127,0.166,0.106,0.133,0.544,0.0,0.963,0.924,0.877,0.242,0.084,,,,,,Winter,0.0
2000-01-22 05:00:00+00:00,0.027,0.078,0.113,0.064,0.101,0.0,0.0,0.867,0.834,0.795,0.354,0.076,,,,,,Winter,1.0
2000-01-23 05:00:00+00:00,0.04,0.171,0.096,0.2,0.123,0.0,0.0,0.315,0.248,0.708,0.298,0.071,,,,,,Winter,1.0
2000-01-24 05:00:00+00:00,0.04,0.3,0.232,0.332,0.241,0.0,0.0,0.306,0.272,0.999,0.314,0.084,,,,,,Winter,0.0
2000-01-25 05:00:00+00:00,1.0,0.284,0.316,0.279,0.308,1.0,1.0,1.0,0.918,0.091,0.038,0.021,,,,,,Winter,0.0
2000-01-26 05:00:00+00:00,0.68,0.29,0.304,0.308,0.287,0.096,0.126,0.503,0.502,0.813,0.314,0.089,,,,,,Winter,0.0
2000-01-27 05:00:00+00:00,0.04,0.156,0.175,0.152,0.174,0.0,0.0,0.531,0.502,0.858,0.348,0.074,,,,,,Winter,0.0
2000-01-28 05:00:00+00:00,0.027,0.101,0.13,0.097,0.133,0.0,0.0,0.552,0.616,0.844,0.353,0.06,,,,,,Winter,0.0
2000-01-29 05:00:00+00:00,0.0,0.231,0.195,0.234,0.193,0.0,0.0,0.448,0.381,0.89,0.373,0.094,,,,,,Winter,1.0
2000-01-30 05:00:00+00:00,0.04,0.391,0.208,0.396,0.224,0.0,0.0,0.23,0.157,0.689,0.342,0.123,,,,,,Winter,1.0
2000-01-31 05:00:00+00:00,0.973,0.375,0.426,0.385,0.402,0.816,0.547,0.64,0.846,0.636,0.235,0.098,,,,,,Winter,0.0
2000-02-01 05:00:00+00:00,0.04,0.311,0.386,0.293,0.356,0.0,0.0,0.529,0.502,0.696,0.348,0.134,,,,,,Winter,0.0
2000-02-02 05:00:00+00:00,0.04,0.18,0.274,0.172,0.255,0.0,0.0,0.703,0.731,0.824,0.374,0.111,,,,,,Winter,0.0
2000-02-03 05:00:00+00:00,0.04,0.242,0.183,0.249,0.19,0.0,0.0,0.475,0.417,0.771,0.301,0.096,,,,,,Winter,0.0
2000-02-04 05:00:00+00:00,0.947,0.261,0.362,0.275,0.353,0.128,0.0,0.218,0.296,0.056,0.304,0.078,,,,,,Winter,0.0
2000-02-05 05:00:00+00:00,0.947,0.289,0.289,0.276,0.288,0.0,0.0,0.482,0.399,0.721,0.404,0.132,,,,,,Winter,1.0
2000-02-06 05:00:00+00:00,0.04,0.26,0.303,0.241,0.287,0.0,0.0,0.714,0.701,0.76,0.414,0.147,,,,,,Winter,1.0
2000-02-07 05:00:00+00:00,0.04,0.353,0.3,0.321,0.278,0.0,0.0,0.712,0.779,0.729,0.345,0.186,,,,,,Winter,0.0
2000-02-08 05:00:00+00:00,0.0,0.225,0.227,0.246,0.226,0.0,0.0,0.57,0.592,0.819,0.433,0.136,,,,,,Winter,0.0
2000-02-09 05:00:00+00:00,0.04,0.379,0.301,0.35,0.281,0.0,0.0,0.816,0.792,0.621,0.344,0.16,,,,,,Winter,0.0
2000-02-10 05:00:00+00:00,0.04,0.343,0.412,0.345,0.412,0.0,0.0,0.409,0.429,0.103,0.348,0.095,,,,,,Winter,0.0
2000-02-11 05:00:00+00:00,0.68,0.396,0.436,0.424,0.39,0.304,0.4,0.603,0.586,0.667,0.106,0.036,,,,,,Winter,0.0
2000-02-12 05:00:00+00:00,0.04,0.253,0.313,0.266,0.291,0.0,0.0,0.623,0.592,0.936,0.458,0.169,,,,,,Winter,1.0
2000-02-13 05:00:00+00:00,0.04,0.345,0.345,0.338,0.362,0.0,0.0,0.281,0.302,0.451,0.436,0.164,,,,,,Winter,1.0
2000-02-14 05:00:00+00:00,0.84,0.477,0.5,0.458,0.47,1.0,1.0,1.0,1.0,0.544,0.061,0.018,,,,,,Winter,0.0
2000-02-15 05:00:00+00:00,0.04,0.357,0.426,0.341,0.407,0.0,0.0,0.669,0.683,0.863,0.444,0.169,,,,,,Winter,0.0
2000-02-16 05:00:00+00:00,0.04,0.421,0.422,0.396,0.419,0.0,0.0,0.679,0.707,0.613,0.326,0.171,,,,,,Winter,0.0
2000-02-17 05:00:00+00:00,0.04,0.308,0.368,0.302,0.345,0.0,0.0,0.639,0.647,0.876,0.488,0.198,,,,,,Winter,0.0
2000-02-18 05:00:00+00:00,1.0,0.29,0.367,0.287,0.373,1.0,0.042,0.642,0.671,0.276,0.151,0.075,,,,,,Winter,0.0
2000-02-19 05:00:00+00:00,1.0,0.292,0.433,0.285,0.406,1.0,0.147,0.627,0.677,0.049,0.139,0.037,,,,,,Winter,1.0
2000-02-20 05:00:00+00:00,0.04,0.32,0.329,0.316,0.344,0.0,0.0,0.403,0.423,0.764,0.355,0.117,,,,,,Winter,1.0
2000-02-21 05:00:00+00:00,0.04,0.33,0.312,0.334,0.316,0.0,0.0,0.409,0.363,0.793,0.454,0.143,,,,,,Winter,0.0
2000-02-22 05:00:00+00:00,0.04,0.378,0.273,0.389,0.283,0.0,0.0,0.32,0.266,0.57,0.485,0.161,,,,,,Winter,0.0
2000-02-23 05:00:00+00:00,0.04,0.442,0.438,0.427,0.418,0.0,0.0,0.519,0.538,0.594,0.451,0.182,,,,,,Winter,0.0
2000-02-24 05:00:00+00:00,0.68,0.569,0.541,0.594,0.524,0.096,0.126,0.347,0.302,0.673,0.393,0.212,,,,,,Winter,0.0
2000-02-25 05:00:00+00:00,0.813,0.379,0.518,0.376,0.485,1.0,1.0,0.547,0.52,0.169,0.142,0.046,,,,,,Winter,0.0
2000-02-26 05:00:00+00:00,0.68,0.377,0.519,0.405,0.486,0.144,0.189,0.422,0.399,0.214,0.073,0.035,,,,,,Winter,1.0
2000-02-27 05:00:00+00:00,0.04,0.532,0.594,0.537,0.583,0.0,0.0,0.463,0.495,0.542,0.255,0.111,,,,,,Winter,1.0
2000-02-28 05:00:00+00:00,0.813,0.494,0.546,0.492,0.498,1.0,1.0,0.656,0.598,0.682,0.103,0.078,,,,,,Winter,0.0
2000-02-29 05:00:00+00:00,0.973,0.416,0.5,0.387,0.445,0.08,0.021,0.711,0.701,0.898,0.483,0.259,,,,,,Winter,0.0
2000-03-01 05:00:00+00:00,0.04,0.451,0.465,0.475,0.451,0.0,0.0,0.311,0.29,0.825,0.462,0.219,,,,,,Winter,0.0
2000-03-02 05:00:00+00:00,0.707,0.423,0.523,0.409,0.477,0.224,0.295,0.527,0.477,0.78,0.428,0.217,,,,,,Winter,0.0
2000-03-03 05:00:00+00:00,0.04,0.416,0.489,0.379,0.431,0.0,0.0,0.688,0.749,0.856,0.489,0.263,,,,,,Winter,0.0
2000-03-04 05:00:00+00:00,0.04,0.446,0.475,0.44,0.425,0.0,0.0,0.629,0.61,0.852,0.548,0.292,,,,,,Winter,1.0
2000-03-05 05:00:00+00:00,0.68,0.44,0.483,0.43,0.463,0.016,0.021,0.424,0.55,0.842,0.458,0.249,,,,,,Winter,1.0
2000-03-06 05:00:00+00:00,0.0,0.425,0.484,0.405,0.446,0.0,0.0,0.503,0.556,0.886,0.586,0.302,,,,,,Winter,0.0
2000-03-07 05:00:00+00:00,0.04,0.546,0.457,0.524,0.442,0.0,0.0,0.36,0.399,0.743,0.535,0.334,,,,,,Winter,0.0
2000-03-08 05:00:00+00:00,0.04,0.469,0.519,0.478,0.503,0.0,0.0,0.27,0.302,0.301,0.532,0.243,,,,,,Winter,0.0
2000-03-09 05:00:00+00:00,0.04,0.655,0.547,0.65,0.517,0.0,0.0,0.51,0.538,0.569,0.515,0.336,,,,,,Winter,0.0
2000-03-10 05:00:00+00:00,0.04,0.499,0.521,0.515,0.478,0.0,0.0,0.578,0.653,0.994,0.54,0.271,,,,,,Winter,0.0
2000-03-11 05:00:00+00:00,0.973,0.37,0.518,0.365,0.484,1.0,1.0,0.724,0.991,0.272,0.167,0.082,,,,,,Winter,1.0
2000-03-12 05:00:00+00:00,0.947,0.417,0.514,0.45,0.459,1.0,1.0,0.609,0.737,0.907,0.059,0.041,,,,,,Winter,1.0
2000-03-13 05:00:00+00:00,0.027,0.347,0.435,0.329,0.39,0.0,0.0,0.594,0.598,0.871,0.644,0.272,,,,,,Winter,0.0
2000-03-14 05:00:00+00:00,0.04,0.456,0.43,0.43,0.419,0.0,0.0,0.593,0.628,0.546,0.528,0.264,,,,,,Winter,0.0
2000-03-15 05:00:00+00:00,0.04,0.553,0.511,0.547,0.485,0.0,0.0,0.691,0.647,0.581,0.594,0.393,,,,,,Winter,0.0
2000-03-16 05:00:00+00:00,0.707,0.634,0.598,0.611,0.563,0.32,0.421,0.664,0.616,0.592,0.466,0.362,,,,,,Winter,0.0
2000-03-17 05:00:00+00:00,0.973,0.361,0.412,0.358,0.359,1.0,1.0,0.923,0.846,0.013,0.113,0.087,,,,,,Winter,0.0
2000-03-18 05:00:00+00:00,0.04,0.282,0.338,0.279,0.307,0.0,0.0,0.653,0.677,0.036,0.65,0.215,,,,,,Winter,1.0
2000-03-19 05:00:00+00:00,0.04,0.336,0.424,0.34,0.411,0.0,0.0,0.426,0.489,0.121,0.609,0.197,,,,,,Winter,1.0
2000-03-20 05:00:00+00:00,0.04,0.353,0.48,0.345,0.459,0.0,0.0,0.447,0.495,0.135,0.333,0.124,,,,,,Winter,0.0
2000-03-21 05:00:00+00:00,0.04,0.364,0.534,0.355,0.503,0.0,0.0,0.573,0.592,0.145,0.209,0.081,,,,,,Winter,0.0
2000-03-22 05:00:00+00:00,0.04,0.413,0.505,0.408,0.503,0.0,0.0,0.406,0.459,0.151,0.504,0.198,,,,,,Winter,0.0
2000-03-23 05:00:00+00:00,0.013,0.56,0.459,0.578,0.454,0.0,0.0,0.295,0.254,0.843,0.678,0.351,,,,,,Winter,0.0
2000-03-24 05:00:00+00:00,0.0,0.552,0.555,0.566,0.524,0.0,0.0,0.288,0.266,0.962,0.691,0.388,,,,,,Winter,0.0
2000-03-25 05:00:00+00:00,0.707,0.583,0.522,0.578,0.524,0.16,0.211,0.601,0.586,0.56,0.588,0.348,,,,,,Winter,1.0
2000-03-26 05:00:00+00:00,0.707,0.594,0.617,0.579,0.57,0.112,0.147,0.402,0.447,0.765,0.624,0.44,,,,,,Winter,1.0
2000-03-27 05:00:00+00:00,0.04,0.546,0.522,0.549,0.504,0.0,0.0,0.415,0.435,0.551,0.686,0.418,,,,,,Winter,0.0
2000-03-28 05:00:00+00:00,0.84,0.532,0.635,0.515,0.58,1.0,1.0,1.0,1.0,0.456,0.222,0.155,,,,,,Winter,0.0
2000-03-29 05:00:00+00:00,0.68,0.527,0.599,0.501,0.557,0.112,0.147,0.73,0.834,0.643,0.662,0.412,,,,,,Winter,0.0
2000-03-30 05:00:00+00:00,0.04,0.48,0.557,0.465,0.533,0.0,0.0,0.424,0.411,0.706,0.511,0.305,,,,,,Winter,0.0
2000-03-31 05:00:00+00:00,0.04,0.472,0.503,0.484,0.487,0.0,0.0,0.184,0.236,0.87,0.523,0.281,,,,,,Winter,0.0
2000-04-01 05:00:00+00:00,0.04,0.56,0.508,0.561,0.487,0.0,0.0,0.365,0.32,0.694,0.74,0.441,,,,,,Spring,1.0
2000-04-02 05:00:00+00:00,0.04,0.597,0.611,0.566,0.575,0.0,0.0,0.64,0.659,0.588,0.567,0.429,,,,,,Spring,1.0
2000-04-03 05:00:00+00:00,0.68,0.531,0.643,0.558,0.629,0.016,0.021,0.239,0.308,0.262,0.266,0.154,,,,,,Spring,0.0
2000-04-04 05:00:00+00:00,0.813,0.646,0.638,0.628,0.627,0.688,0.905,1.0,1.0,0.571,0.363,0.221,,,,,,Spring,0.0
2000-04-05 05:00:00+00:00,0.04,0.456,0.557,0.462,0.498,0.0,0.0,0.681,0.719,0.764,0.615,0.396,,,,,,Spring,0.0
2000-04-06 05:00:00+00:00,0.68,0.518,0.519,0.524,0.484,0.08,0.105,0.571,0.622,0.649,0.546,0.327,,,,,,Spring,0.0
2000-04-07 05:00:00+00:00,0.04,0.575,0.596,0.59,0.56,0.0,0.0,0.414,0.423,0.672,0.739,0.432,,,,,,Spring,0.0
2000-04-08 05:00:00+00:00,0.68,0.647,0.634,0.628,0.588,0.112,0.147,0.887,0.918,0.5,0.731,0.481,,,,,,Spring,1.0
2000-04-09 05:00:00+00:00,0.947,0.531,0.533,0.526,0.448,1.0,1.0,0.97,1.0,0.566,0.326,0.196,,,,,,Spring,1.0
2000-04-10 05:00:00+00:00,0.027,0.464,0.533,0.439,0.46,0.0,0.0,0.749,0.767,0.73,0.759,0.485,,,,,,Spring,0.0
2000-04-11 05:00:00+00:00,0.707,0.474,0.485,0.475,0.474,0.192,0.253,0.275,0.296,0.535,0.634,0.333,,,,,,Spring,0.0
2000-04-12 05:00:00+00:00,0.707,0.471,0.528,0.459,0.486,0.24,0.316,0.517,0.556,0.842,0.592,0.33,,,,,,Spring,0.0
2000-04-13 05:00:00+00:00,0.04,0.455,0.493,0.473,0.453,0.0,0.0,0.381,0.393,0.819,0.835,0.426,,,,,,Spring,0.0
2000-04-14 05:00:00+00:00,0.04,0.51,0.492,0.494,0.476,0.0,0.0,0.601,0.634,0.576,0.819,0.453,,,,,,Spring,0.0
2000-04-15 05:00:00+00:00,0.04,0.659,0.601,0.652,0.548,0.0,0.0,0.602,0.616,0.613,0.586,0.405,,,,,,Spring,1.0
2000-04-16 05:00:00+00:00,0.707,0.616,0.677,0.636,0.657,0.688,0.905,0.457,0.459,0.993,0.243,0.163,,,,,,Spring,1.0
2000-04-17 05:00:00+00:00,0.68,0.454,0.556,0.475,0.525,0.128,0.168,0.541,0.544,0.156,0.626,0.317,,,,,,Spring,0.0
2000-04-18 05:00:00+00:00,0.733,0.398,0.553,0.379,0.522,0.864,1.0,0.682,0.683,0.18,0.191,0.147,,,,,,Spring,0.0
2000-04-19 05:00:00+00:00,0.707,0.403,0.581,0.397,0.534,1.0,1.0,0.615,0.598,0.086,0.134,0.048,,,,,,Spring,0.0
2000-04-20 05:00:00+00:00,0.68,0.537,0.589,0.575,0.557,0.064,0.084,0.378,0.387,0.099,0.634,0.322,,,,,,Spring,0.0
2000-04-21 05:00:00+00:00,0.813,0.418,0.591,0.445,0.55,1.0,1.0,0.595,0.544,0.248,0.176,0.077,,,,,,Spring,0.0
2000-04-22 05:00:00+00:00,0.84,0.47,0.593,0.497,0.544,1.0,1.0,0.631,0.792,0.155,0.128,0.053,,,,,,Spring,1.0
2000-04-23 05:00:00+00:00,0.813,0.429,0.587,0.439,0.556,1.0,1.0,0.418,0.532,0.953,0.176,0.066,,,,,,Spring,1.0
2000-04-24 05:00:00+00:00,0.04,0.469,0.578,0.453,0.541,0.0,0.0,0.534,0.592,0.863,0.296,0.202,,,,,,Spring,0.0
2000-04-25 05:00:00+00:00,0.68,0.441,0.532,0.434,0.513,0.032,0.042,0.686,0.586,0.126,0.73,0.323,,,,,,Spring,0.0
2000-04-26 05:00:00+00:00,0.973,0.36,0.523,0.334,0.473,1.0,1.0,0.819,0.798,0.082,0.14,0.056,,,,,,Spring,0.0
2000-04-27 05:00:00+00:00,0.68,0.451,0.53,0.472,0.507,0.112,0.147,0.308,0.326,0.788,0.368,0.193,,,,,,Spring,0.0
2000-04-28 05:00:00+00:00,0.707,0.496,0.547,0.517,0.531,0.208,0.274,0.328,0.423,0.651,0.544,0.269,,,,,,Spring,0.0
2000-04-29 05:00:00+00:00,0.04,0.524,0.527,0.544,0.521,0.0,0.0,0.225,0.356,0.112,0.755,0.389,,,,,,Spring,1.0
2000-04-30 05:00:00+00:00,0.707,0.532,0.59,0.522,0.552,0.368,0.484,0.529,0.562,0.899,0.792,0.477,,,,,,Spring,1.0
2000-05-01 05:00:00+00:00,0.04,0.583,0.541,0.571,0.515,0.0,0.0,0.658,0.671,0.621,0.854,0.594,,,,,,Spring,0.0
2000-05-02 05:00:00+00:00,0.813,0.563,0.628,0.563,0.583,1.0,1.0,0.481,0.574,0.836,0.338,0.253,,,,,,Spring,0.0
2000-05-03 05:00:00+00:00,0.0,0.582,0.58,0.607,0.563,0.0,0.0,0.409,0.35,0.416,0.912,0.56,,,,,,Spring,0.0
2000-05-04 05:00:00+00:00,0.04,0.636,0.616,0.632,0.594,0.0,0.0,0.654,0.671,0.563,0.856,0.557,,,,,,Spring,0.0
2000-05-05 05:00:00+00:00,0.707,0.754,0.692,0.808,0.649,0.688,0.905,0.494,0.489,0.692,0.703,0.509,,,,,,Spring,0.0
2000-05-06 05:00:00+00:00,0.707,0.615,0.723,0.633,0.697,0.112,0.147,0.254,0.236,0.213,0.603,0.402,,,,,,Spring,1.0
2000-05-07 05:00:00+00:00,0.04,0.809,0.7,0.849,0.688,0.0,0.0,0.466,0.417,0.628,0.807,0.7,,,,,,Spring,1.0
2000-05-08 05:00:00+00:00,0.813,0.746,0.8,0.81,0.791,0.768,1.0,0.486,0.405,0.651,0.644,0.489,,,,,,Spring,0.0
2000-05-09 05:00:00+00:00,0.04,0.825,0.682,0.888,0.646,0.0,0.0,0.566,0.459,0.826,0.792,0.605,,,,,,Spring,0.0
2000-05-10 05:00:00+00:00,0.84,0.47,0.655,0.468,0.616,1.0,1.0,0.518,0.562,0.174,0.263,0.128,,,,,,Spring,0.0
2000-05-11 05:00:00+00:00,0.68,0.577,0.629,0.595,0.599,0.208,0.274,0.39,0.52,0.896,0.33,0.214,,,,,,Spring,0.0
2000-05-12 05:00:00+00:00,0.04,0.653,0.628,0.682,0.621,0.0,0.0,0.209,0.218,0.508,0.82,0.528,,,,,,Spring,0.0
2000-05-13 05:00:00+00:00,0.68,0.544,0.685,0.567,0.675,0.032,0.042,0.39,0.356,0.319,0.339,0.206,,,,,,Spring,1.0
2000-05-14 05:00:00+00:00,0.733,0.67,0.682,0.716,0.669,0.512,0.674,0.397,0.387,0.849,0.884,0.596,,,,,,Spring,1.0
2000-05-15 05:00:00+00:00,0.04,0.575,0.647,0.594,0.607,0.0,0.0,0.319,0.405,0.793,0.769,0.53,,,,,,Spring,0.0
2000-05-16 05:00:00+00:00,0.04,0.608,0.614,0.633,0.583,0.0,0.0,0.348,0.29,0.712,0.847,0.569,,,,,,Spring,0.0
2000-05-17 05:00:00+00:00,0.68,0.623,0.671,0.64,0.646,0.032,0.042,0.402,0.302,0.612,0.72,0.494,,,,,,Spring,0.0
2000-05-18 05:00:00+00:00,0.707,0.69,0.704,0.676,0.67,0.16,0.211,0.999,1.0,0.569,0.623,0.407,,,,,,Spring,0.0
2000-05-19 05:00:00+00:00,0.733,0.574,0.634,0.608,0.588,1.0,1.0,0.56,0.526,0.08,0.136,0.097,,,,,,Spring,0.0
2000-05-20 05:00:00+00:00,0.813,0.531,0.605,0.547,0.586,0.336,0.442,0.271,0.35,0.159,0.722,0.375,,,,,,Spring,1.0
2000-05-21 05:00:00+00:00,0.707,0.483,0.658,0.507,0.654,0.64,0.842,0.101,0.151,0.368,0.167,0.1,,,,,,Spring,1.0
2000-05-22 05:00:00+00:00,0.813,0.546,0.644,0.582,0.632,1.0,1.0,0.212,0.266,0.302,0.494,0.278,,,,,,Spring,0.0
2000-05-23 05:00:00+00:00,0.04,0.57,0.636,0.594,0.616,0.0,0.0,0.283,0.236,0.219,0.55,0.309,,,,,,Spring,0.0
2000-05-24 05:00:00+00:00,0.84,0.588,0.693,0.617,0.671,1.0,1.0,0.397,0.502,0.367,0.244,0.132,,,,,,Spring,0.0
2000-05-25 05:00:00+00:00,0.84,0.667,0.689,0.685,0.678,0.528,0.695,0.536,0.701,0.708,0.77,0.543,,,,,,Spring,0.0
2000-05-26 05:00:00+00:00,0.04,0.645,0.714,0.637,0.663,0.0,0.0,0.454,0.453,0.78,0.784,0.587,,,,,,Spring,0.0
2000-05-27 05:00:00+00:00,0.04,0.644,0.701,0.642,0.667,0.0,0.0,0.398,0.429,0.811,0.737,0.527,,,,,,Spring,1.0
2000-05-28 05:00:00+00:00,0.04,0.561,0.68,0.584,0.662,0.0,0.0,0.118,0.23,0.138,0.561,0.349,,,,,,Spring,1.0
2000-05-29 05:00:00+00:00,0.04,0.529,0.659,0.524,0.642,0.0,0.0,0.453,0.568,0.151,0.677,0.351,,,,,,Spring,0.0
2000-05-30 05:00:00+00:00,0.04,0.558,0.653,0.579,0.642,0.0,0.0,0.251,0.266,0.264,0.599,0.335,,,,,,Spring,0.0
2000-05-31 05:00:00+00:00,0.04,0.665,0.624,0.692,0.615,0.0,0.0,0.354,0.393,0.514,0.953,0.587,,,,,,Spring,0.0
2000-06-01 05:00:00+00:00,0.04,0.779,0.738,0.838,0.715,0.0,0.0,0.321,0.266,0.636,0.777,0.579,,,,,,Spring,0.0
2000-06-02 05:00:00+00:00,0.04,0.798,0.781,0.826,0.769,0.0,0.0,0.511,0.586,0.666,0.875,0.727,,,,,,Spring,0.0
2000-06-03 05:00:00+00:00,0.04,0.679,0.748,0.703,0.71,0.0,0.0,0.636,0.659,0.847,0.884,0.612,,,,,,Spring,1.0
2000-06-04 05:00:00+00:00,0.04,0.677,0.692,0.702,0.68,0.0,0.0,0.12,0.187,0.555,0.814,0.556,,,,,,Spring,1.0
2000-06-05 05:00:00+00:00,0.04,0.577,0.717,0.606,0.68,0.0,0.0,0.443,0.495,0.167,0.707,0.413,,,,,,Spring,0.0
2000-06-06 05:00:00+00:00,0.84,0.534,0.665,0.523,0.584,1.0,1.0,1.0,1.0,0.159,0.18,0.145,,,,,,Spring,0.0
2000-06-07 05:00:00+00:00,0.84,0.626,0.643,0.64,0.574,1.0,1.0,1.0,1.0,0.951,0.552,0.345,,,,,,Spring,0.0
2000-06-08 05:00:00+00:00,0.04,0.7,0.669,0.735,0.663,0.0,0.0,0.522,0.465,0.596,0.859,0.622,,,,,,Spring,0.0
2000-06-09 05:00:00+00:00,0.813,0.771,0.805,0.819,0.752,0.336,0.442,0.569,0.628,0.672,0.797,0.641,,,,,,Spring,0.0
2000-06-10 05:00:00+00:00,0.04,0.825,0.816,0.872,0.819,0.0,0.0,0.347,0.399,0.695,0.921,0.692,,,,,,Spring,1.0
2000-06-11 05:00:00+00:00,0.84,0.619,0.688,0.68,0.662,1.0,1.0,0.381,0.544,0.15,0.661,0.379,,,,,,Spring,1.0
2000-06-12 05:00:00+00:00,0.813,0.489,0.685,0.511,0.66,1.0,1.0,0.32,0.375,0.168,0.09,0.072,,,,,,Spring,0.0
2000-06-13 05:00:00+00:00,0.68,0.568,0.688,0.592,0.674,0.048,0.063,0.242,0.338,0.218,0.669,0.391,,,,,,Spring,0.0
2000-06-14 05:00:00+00:00,0.707,0.569,0.7,0.591,0.689,0.368,0.484,0.181,0.218,0.299,0.507,0.306,,,,,,Spring,0.0
2000-06-15 05:00:00+00:00,0.04,0.652,0.72,0.685,0.709,0.0,0.0,0.379,0.393,0.498,0.341,0.227,,,,,,Spring,0.0
2000-06-16 05:00:00+00:00,0.04,0.784,0.838,0.825,0.832,0.0,0.0,0.539,0.562,0.594,0.624,0.479,,,,,,Spring,0.0
2000-06-17 05:00:00+00:00,0.813,0.828,0.871,0.897,0.855,0.336,0.442,0.508,0.647,0.654,0.775,0.61,,,,,,Spring,1.0
2000-06-18 05:00:00+00:00,0.813,0.707,0.783,0.765,0.787,0.848,1.0,0.26,0.332,0.066,0.716,0.5,,,,,,Spring,1.0
2000-06-19 05:00:00+00:00,0.68,0.631,0.781,0.683,0.771,0.08,0.105,0.179,0.169,0.156,0.398,0.268,,,,,,Spring,0.0
2000-06-20 05:00:00+00:00,0.04,0.722,0.765,0.768,0.746,0.0,0.0,0.289,0.363,0.769,0.919,0.642,,,,,,Spring,0.0
2000-06-21 05:00:00+00:00,0.68,0.742,0.791,0.747,0.781,0.032,0.042,0.727,0.755,0.572,0.856,0.679,,,,,,Spring,0.0
2000-06-22 05:00:00+00:00,0.707,0.76,0.86,0.792,0.825,0.176,0.232,0.699,0.64,0.617,0.573,0.486,,,,,,Spring,0.0
2000-06-23 05:00:00+00:00,0.04,0.728,0.834,0.751,0.823,0.0,0.0,0.366,0.356,0.771,0.75,0.582,,,,,,Spring,0.0
2000-06-24 05:00:00+00:00,0.04,0.749,0.787,0.818,0.789,0.0,0.0,0.273,0.199,0.504,0.851,0.625,,,,,,Spring,1.0
2000-06-25 05:00:00+00:00,0.04,0.793,0.836,0.821,0.817,0.0,0.0,0.696,0.701,0.561,0.788,0.652,,,,,,Spring,1.0
